record_id,source,theme,sentiment,priority,signal_tags,is_noise
NOVA-001127,email,card_issues,neutral,low,,False
NOVA-001197,support_ticket,fees_pricing,positive,low,,False
NOVA-001023,support_ticket,security_fraud,negative,medium,,False
NOVA-000911,app_review,fees_pricing,neutral,low,,False
NOVA-001356,app_review,ui_ux,positive,low,conflict_ui_redesign,False
NOVA-001185,app_review,feature_request,neutral,low,,False
NOVA-000902,call_center,payments_transactions,negative,medium,,False
NOVA-001050,support_ticket,ui_ux,negative,medium,,False
NOVA-000962,support_ticket,rewards_cashback,neutral,low,,False
NOVA-000813,survey,feature_request,neutral,low,,False
NOVA-001358,support_ticket,ui_ux,positive,low,conflict_ui_redesign,False
NOVA-000954,call_center,rewards_cashback,negative,medium,,False
NOVA-000993,survey,ui_ux,negative,medium,,False
NOVA-000996,social,customer_support,negative,medium,,False
NOVA-001012,call_center,feature_request,neutral,low,,False
NOVA-001263,support_ticket,other,neutral,low,,True
NOVA-001110,support_ticket,card_issues,neutral,low,,False
NOVA-000860,email,rewards_cashback,neutral,low,,False
NOVA-001394,email,ui_ux,neutral,low,edge_case,False
NOVA-001232,support_ticket,ui_ux,neutral,low,,False
NOVA-000989,survey,ui_ux,negative,medium,,False
NOVA-001108,support_ticket,feature_request,neutral,low,,False
NOVA-001314,call_center,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-000906,app_review,feature_request,neutral,low,,False
NOVA-000838,social,feature_request,neutral,low,,False
NOVA-000930,call_center,customer_support,positive,low,,False
NOVA-001312,call_center,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001385,survey,ui_ux,negative,medium,conflict_ui_redesign,False
NOVA-001218,support_ticket,onboarding_kyc,negative,medium,,False
NOVA-001058,call_center,fees_pricing,negative,medium,,False
NOVA-001215,social,card_issues,negative,medium,,False
NOVA-001163,social,fees_pricing,positive,low,,False
NOVA-001278,survey,onboarding_kyc,positive,low,,False
NOVA-001214,social,ui_ux,negative,medium,,False
NOVA-001205,call_center,card_issues,positive,low,,False
NOVA-001302,social,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001272,social,feature_request,neutral,low,,False
NOVA-001095,app_review,payments_transactions,negative,medium,,False
NOVA-000801,survey,app_performance,negative,medium,,False
NOVA-000940,social,onboarding_kyc,negative,medium,,False
NOVA-001187,email,rewards_cashback,neutral,low,,False
NOVA-001369,survey,ui_ux,positive,low,conflict_ui_redesign,False
NOVA-000844,survey,ui_ux,neutral,low,,False
NOVA-000966,support_ticket,onboarding_kyc,negative,medium,,False
NOVA-001055,social,customer_support,negative,medium,,False
NOVA-000913,call_center,ui_ux,negative,medium,,False
NOVA-000980,support_ticket,customer_support,negative,medium,,False
NOVA-001266,app_review,app_performance,negative,medium,,False
NOVA-001357,call_center,ui_ux,positive,low,conflict_ui_redesign,False
NOVA-001363,social,ui_ux,positive,low,conflict_ui_redesign,False
NOVA-001390,support_ticket,payments_transactions,negative,medium,edge_case,False
NOVA-001177,social,card_issues,positive,low,,False
NOVA-001048,app_review,app_performance,negative,medium,,False
NOVA-000936,support_ticket,security_fraud,negative,medium,,False
NOVA-000960,email,ui_ux,positive,low,,False
NOVA-001281,call_center,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001406,app_review,customer_support,negative,medium,edge_case,False
NOVA-001374,social,ui_ux,negative,medium,conflict_ui_redesign,False
NOVA-000939,email,fees_pricing,positive,low,,False
NOVA-001204,call_center,customer_support,negative,medium,,False
NOVA-000859,app_review,rewards_cashback,positive,low,,False
NOVA-001317,app_review,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001313,call_center,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-000822,call_center,fees_pricing,neutral,low,,False
NOVA-001326,email,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001079,social,security_fraud,positive,low,,False
NOVA-000976,support_ticket,card_issues,neutral,low,,False
NOVA-001134,call_center,ui_ux,negative,medium,,False
NOVA-000809,support_ticket,onboarding_kyc,negative,medium,,False
NOVA-001052,app_review,card_issues,positive,low,,False
NOVA-000992,app_review,ui_ux,neutral,low,,False
NOVA-001365,app_review,ui_ux,positive,low,conflict_ui_redesign,False
NOVA-000957,app_review,security_fraud,negative,medium,,False
NOVA-001366,app_review,ui_ux,positive,low,conflict_ui_redesign,False
NOVA-001178,call_center,card_issues,negative,medium,,False
NOVA-001274,support_ticket,app_performance,negative,medium,,False
NOVA-000928,call_center,feature_request,neutral,low,,False
NOVA-001347,social,security_fraud,negative,high,emerging_phishing_security,False
NOVA-000984,social,payments_transactions,negative,medium,,False
NOVA-001076,app_review,customer_support,negative,medium,,False
NOVA-000904,support_ticket,onboarding_kyc,negative,medium,,False
NOVA-001383,survey,ui_ux,negative,medium,conflict_ui_redesign,False
NOVA-000879,support_ticket,customer_support,neutral,low,,False
NOVA-001001,app_review,customer_support,negative,medium,,False
NOVA-000818,support_ticket,rewards_cashback,neutral,low,,False
NOVA-001042,survey,ui_ux,negative,medium,,False
NOVA-000972,app_review,app_performance,negative,medium,,False
NOVA-001234,app_review,app_performance,negative,medium,,False
NOVA-001282,support_ticket,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001362,app_review,ui_ux,positive,low,conflict_ui_redesign,False
NOVA-001096,support_ticket,rewards_cashback,positive,low,,False
NOVA-000981,survey,feature_request,neutral,low,,False
NOVA-000854,email,app_performance,negative,medium,,False
NOVA-001402,app_review,payments_transactions,neutral,low,edge_case_mixed_sentiment,False
NOVA-001038,survey,card_issues,negative,medium,,False
NOVA-000869,social,ui_ux,neutral,low,,False
NOVA-001334,email,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-000971,social,customer_support,negative,medium,,False
NOVA-001120,social,rewards_cashback,neutral,low,,False
NOVA-001220,call_center,card_issues,neutral,low,,False
NOVA-001405,social,payments_transactions,negative,medium,edge_case,False
NOVA-000991,social,rewards_cashback,neutral,low,,False
NOVA-001086,survey,customer_support,neutral,low,,False
NOVA-001247,app_review,customer_support,positive,low,,False
NOVA-000946,social,card_issues,neutral,low,,False
NOVA-001101,social,fees_pricing,negative,medium,,False
NOVA-000953,support_ticket,feature_request,neutral,low,,False
NOVA-001264,support_ticket,fees_pricing,neutral,low,,False
NOVA-001062,social,customer_support,negative,medium,,False
NOVA-001338,support_ticket,security_fraud,negative,high,emerging_phishing_security,False
NOVA-000882,app_review,feature_request,neutral,low,,False
NOVA-001057,survey,onboarding_kyc,negative,medium,,False
NOVA-000852,app_review,card_issues,negative,medium,,False
NOVA-001367,app_review,ui_ux,positive,low,conflict_ui_redesign,False
NOVA-000895,call_center,feature_request,neutral,low,,False
NOVA-000963,app_review,onboarding_kyc,positive,low,,False
NOVA-000893,call_center,security_fraud,negative,medium,,False
NOVA-001035,app_review,feature_request,neutral,low,,False
NOVA-000850,survey,rewards_cashback,negative,medium,,False
NOVA-001174,app_review,fees_pricing,positive,low,,False
