record_id,store,rating,title,body,os_version,app_build,submitted_at,country
NOVA-000304,Play Store,1,"UPI transaction stuck on 'processing' forever, h","UPI transaction stuck on 'processing' forever, had to force close.",Android,4.1.0,2026-07-04T21:28:51,Singapore
NOVA-000667,Play Store,2,Got transferred four times and had to repeat my ,Got transferred four times and had to repeat my issue each time.,Android,4.1.2,2026-05-26T09:24:32,Bengaluru
NOVA-000639,Play Store,1,Too many taps to do a simple transfer now,Too many taps to do a simple transfer now.,Android,4.1.0,2026-03-30T15:14:44,Pune
NOVA-000702,App Store,2,Sent money to the wrong contact and there is no ,Sent money to the wrong contact and there is no way to raise a dispute in the app.,iOS,4.0.4,2026-04-08T13:26:01,Dubai
NOVA-000022,Play Store,1,Points I earned vanished after the update,Points I earned vanished after the update.,Android,4.2.0,2026-08-16T21:45:54,Chennai
NOVA-000239,App Store,1,App crashes every time I open the payment screen,App crashes every time I open the payment screen. Unusable.,iOS,4.1.0,2026-05-01T07:54:30,Chennai
NOVA-000392,Play Store,5,"Onboarding took five minutes, KYC approved same ","Onboarding took five minutes, KYC approved same day. Impressive.",Android,4.1.3,2026-05-25T05:21:06,Delhi
NOVA-000494,App Store,2,Video KYC agent never connected after three sche,Video KYC agent never connected after three scheduled attempts.,iOS,4.1.3,2026-07-13T06:21:46,Hyderabad
NOVA-000326,App Store,2,My card was cloned and blocking it in-app did no,My card was cloned and blocking it in-app did not work.,iOS,4.0.4,2026-06-28T02:26:43,Kochi
NOVA-000137,Play Store,2,Cashback from last month still not credited to m,Cashback from last month still not credited to my account.,Android,4.0.4,2026-05-18T00:00:33,Pune
NOVA-000333,App Store,1,Physical card has not arrived after 17 days of ',Physical card has not arrived after 17 days of 'shipped'.,iOS,4.1.0,2026-04-23T19:23:07,Indore
NOVA-000176,Play Store,3,Any plans for a lighter version of the app?,Any plans for a lighter version of the app?,Android,4.1.0,2026-03-07T04:04:48,Kochi
NOVA-000512,App Store,1,"Cannot increase my card limit, the option is gre","Cannot increase my card limit, the option is greyed out.",iOS,4.1.3,2026-06-14T15:51:41,Lucknow
NOVA-000614,Play Store,2,Freezes on the transaction history page and I ha,Freezes on the transaction history page and I have to restart.,Android,4.1.3,2026-03-24T10:14:16,Kolkata
NOVA-000309,Play Store,1,Charged a convenience fee that was never disclos,Charged a convenience fee that was never disclosed upfront.,Android,4.0.4,2026-07-23T11:17:36,Delhi
NOVA-000421,Play Store,5,Love how simple it is to check my balance at a g,Love how simple it is to check my balance at a glance.,Android,4.2.0,2026-08-15T06:48:15,Jaipur
NOVA-000224,Play Store,3,A spending analytics dashboard would be great,A spending analytics dashboard would be great.,Android,4.0.1,2026-04-12T09:00:16,Kochi
NOVA-000710,App Store,1,Charged a convenience fee that was never disclos,Charged a convenience fee that was never disclosed upfront.,iOS,4.2.0,2026-08-09T21:46:04,Mumbai
NOVA-000068,App Store,3,Please add support for recurring SIP investments,Please add support for recurring SIP investments.,iOS,4.1.3,2026-06-27T16:46:13,Singapore
NOVA-000013,Play Store,4,Zero forex markup is a genuine reason I switched,Zero forex markup is a genuine reason I switched to Nova.,Android,4.1.2,2026-05-28T15:53:48,Mumbai
NOVA-000016,App Store,2,"UPI transaction stuck on 'processing' forever, h","UPI transaction stuck on 'processing' forever, had to force close.",iOS,4.0.1,2026-04-15T00:33:19,Delhi
NOVA-000178,Play Store,2,Hidden forex markup on my international card spe,"Hidden forex markup on my international card spend, not transparent.",Android,4.1.3,2026-03-22T20:05:55,Singapore
NOVA-000366,Play Store,5,"Love the real-time fraud alerts, caught a bad ch","Love the real-time fraud alerts, caught a bad charge fast.",Android,4.1.2,2026-07-05T02:21:16,Lucknow
NOVA-000109,Play Store,3,Add Apple Watch support for quick balance checks,Add Apple Watch support for quick balance checks.,Android,4.1.2,2026-03-15T09:49:50,Jaipur
NOVA-000439,Play Store,4,Love how simple it is to check my balance at a g,Love how simple it is to check my balance at a glance.,Android,4.1.0,2026-05-01T02:29:52,Indore
NOVA-000555,Play Store,2,"The navigation is confusing, I can never find my","The navigation is confusing, I can never find my statements.",Android,4.1.2,2026-06-21T22:07:47,Singapore
NOVA-000576,Play Store,4,"Cashback credited instantly, better than my old ","Cashback credited instantly, better than my old bank.",Android,4.1.3,2026-06-12T02:55:17,Ahmedabad
NOVA-000723,Play Store,1,Cashback from last month still not credited to m,Cashback from last month still not credited to my account.,Android,4.2.0,2026-08-17T20:47:34,London
NOVA-000346,Play Store,1,"White screen on launch after the update, tried r","White screen on launch after the update, tried reinstalling twice.",Android,4.0.1,2026-06-14T02:55:03,Singapore
NOVA-000015,App Store,3,Can I have both a virtual and physical card?,Can I have both a virtual and physical card?,iOS,4.1.2,2026-08-10T10:41:37,Kochi
NOVA-000029,App Store,1,"UPI transaction stuck on 'processing' forever, h","UPI transaction stuck on 'processing' forever, had to force close.",iOS,4.1.2,2026-05-14T12:51:27,Jaipur
NOVA-000017,App Store,2,"Cannot increase my card limit, the option is gre","Cannot increase my card limit, the option is greyed out.",iOS,4.1.3,2026-03-09T15:39:25,Bengaluru
NOVA-000795,Play Store,2,Cashback from last month still not credited to m,Cashback from last month still not credited to my account.,Android,4.2.0,2026-08-08T15:15:40,Hyderabad
NOVA-000783,Play Store,1,The reward offer disappeared before it was suppo,The reward offer disappeared before it was supposed to expire.,Android,4.1.3,2026-08-14T13:07:06,Singapore
NOVA-000005,App Store,1,"So slow to load, spinning wheel for 30 seconds o","So slow to load, spinning wheel for 30 seconds on the home tab.",iOS,4.0.4,2026-05-04T03:06:44,Dubai
NOVA-000613,Play Store,2,Points I earned vanished after the update,Points I earned vanished after the update.,Android,4.0.4,2026-03-30T06:01:28,Ahmedabad
NOVA-000455,App Store,3,Is there an annual fee on the premium plan?,Is there an annual fee on the premium plan?,iOS,4.1.2,2026-05-24T05:19:03,Pune
NOVA-000316,Play Store,3,Please add support for recurring SIP investments,Please add support for recurring SIP investments.,Android,4.1.3,2026-07-20T13:34:41,Kolkata
NOVA-000106,Play Store,2,Sent money to the wrong contact and there is no ,Sent money to the wrong contact and there is no way to raise a dispute in the app.,Android,4.0.1,2026-07-16T12:36:27,Bengaluru
NOVA-000679,Play Store,1,Started charging for what used to be a free feat,Started charging for what used to be a free feature.,Android,4.1.0,2026-05-27T01:22:57,Lucknow
NOVA-000651,App Store,2,Video KYC agent never connected after three sche,Video KYC agent never connected after three scheduled attempts.,iOS,4.0.1,2026-03-10T14:11:56,Indore
NOVA-000453,App Store,1,Support closed my ticket without solving the pro,Support closed my ticket without solving the problem.,iOS,4.0.4,2026-07-21T12:30:44,Ahmedabad
NOVA-000546,App Store,5,Metal card feels premium and works everywhere,Metal card feels premium and works everywhere.,iOS,4.1.3,2026-08-12T17:22:38,Singapore
NOVA-000183,App Store,4,The rewards on groceries are actually worth it,The rewards on groceries are actually worth it.,iOS,4.1.0,2026-08-11T20:49:29,London
NOVA-000452,Play Store,4,"Clean interface, everything is where you expect ","Clean interface, everything is where you expect it to be.",Android,4.0.4,2026-07-08T11:17:47,Hyderabad
NOVA-000280,Play Store,3,Add Apple Watch support for quick balance checks,Add Apple Watch support for quick balance checks.,Android,4.0.4,2026-06-07T02:16:07,Indore
NOVA-000012,App Store,2,Video KYC agent never connected after three sche,Video KYC agent never connected after three scheduled attempts.,iOS,4.1.3,2026-04-30T12:35:15,London
NOVA-000688,App Store,3,Add Apple Watch support for quick balance checks,Add Apple Watch support for quick balance checks.,iOS,4.1.3,2026-05-14T18:15:04,Mumbai
NOVA-000173,Play Store,5,"No hidden charges, what you see is what you pay","No hidden charges, what you see is what you pay.",Android,4.0.4,2026-03-25T23:46:14,Hyderabad
NOVA-000548,Play Store,1,Points I earned vanished after the update,Points I earned vanished after the update.,Android,4.1.3,2026-07-14T06:12:24,Mumbai
NOVA-000128,App Store,2,Freezes on the transaction history page and I ha,Freezes on the transaction history page and I have to restart.,iOS,4.1.0,2026-06-17T17:56:26,Jaipur
NOVA-000019,App Store,3,Is there an annual fee on the premium plan?,Is there an annual fee on the premium plan?,iOS,4.0.4,2026-06-20T22:23:48,Jaipur
NOVA-000286,Play Store,2,"So slow to load, spinning wheel for 30 seconds o","So slow to load, spinning wheel for 30 seconds on the home tab.",Android,4.1.2,2026-05-18T21:39:11,Chennai
NOVA-000734,Play Store,2,My card gets declined at petrol pumps every sing,My card gets declined at petrol pumps every single time.,Android,4.0.4,2026-04-18T14:46:02,London
NOVA-000497,App Store,3,How do I redeem my reward points?,How do I redeem my reward points?,iOS,4.1.3,2026-05-25T16:26:59,Indore
NOVA-000200,Play Store,4,"Splitting bills with friends is smooth, love the","Splitting bills with friends is smooth, love the request money feature.",Android,4.1.3,2026-07-04T15:43:26,Kolkata
NOVA-000473,App Store,2,Hidden forex markup on my international card spe,"Hidden forex markup on my international card spend, not transparent.",iOS,4.0.4,2026-03-30T08:48:36,Chennai
NOVA-000655,App Store,3,A spending analytics dashboard would be great,A spending analytics dashboard would be great.,iOS,4.1.0,2026-05-17T04:57:53,Jaipur
NOVA-000028,Play Store,4,"Support sorted my refund in under an hour, reall","Support sorted my refund in under an hour, really helpful agent.",Android,4.1.0,2026-03-30T11:45:57,London
NOVA-000519,Play Store,4,Instant card freeze feature saved me when I lost,Instant card freeze feature saved me when I lost my wallet.,Android,4.0.4,2026-04-20T11:48:53,Lucknow
NOVA-000259,App Store,3,Can you integrate with Google Pay for tap to pay,Can you integrate with Google Pay for tap to pay?,iOS,4.0.1,2026-07-21T12:52:53,Delhi
NOVA-000169,Play Store,1,Signup rejected my valid PAN twice with no expla,Signup rejected my valid PAN twice with no explanation.,Android,4.1.2,2026-07-03T12:35:23,Mumbai
NOVA-000420,App Store,1,Physical card has not arrived after 21 days of ',Physical card has not arrived after 21 days of 'shipped'.,iOS,4.1.3,2026-05-17T02:56:07,Bengaluru
NOVA-000108,Play Store,3,How do I redeem my reward points?,How do I redeem my reward points?,Android,4.1.2,2026-06-20T10:56:58,Delhi
NOVA-000125,App Store,4,Zero forex markup is a genuine reason I switched,Zero forex markup is a genuine reason I switched to Nova.,iOS,4.1.3,2026-04-25T12:01:37,Jaipur
NOVA-000740,Play Store,3,Would love a joint account feature for couples,Would love a joint account feature for couples.,Android,4.0.1,2026-04-27T09:50:43,London
NOVA-000744,Play Store,3,When does monthly cashback usually get credited?,When does monthly cashback usually get credited?,Android,4.1.3,2026-07-02T23:12:28,Hyderabad
NOVA-000281,Play Store,2,"Cannot increase my card limit, the option is gre","Cannot increase my card limit, the option is greyed out.",Android,4.2.0,2026-08-08T00:25:36,Kochi
NOVA-000045,Play Store,2,Latest update drains my battery and heats up the,Latest update drains my battery and heats up the phone.,Android,4.1.2,2026-03-12T19:28:49,Lucknow
NOVA-000583,Play Store,1,Started charging for what used to be a free feat,Started charging for what used to be a free feature.,Android,4.1.0,2026-06-14T18:14:09,Hyderabad
NOVA-000716,Play Store,2,"White screen on launch after the update, tried r","White screen on launch after the update, tried reinstalling twice.",Android,4.1.0,2026-05-28T15:14:14,Hyderabad
NOVA-000188,Play Store,3,How do I redeem my reward points?,How do I redeem my reward points?,Android,4.2.0,2026-08-07T08:31:47,Singapore
NOVA-000394,Play Store,3,good app good app good app good app,good app good app good app good app,Android,4.1.0,2026-04-14T17:34:41,Dubai
NOVA-000184,App Store,4,"Scheduled payments just work, set and forget","Scheduled payments just work, set and forget.",iOS,4.0.1,2026-07-06T20:16:20,Delhi
NOVA-000256,Play Store,1,My card was cloned and blocking it in-app did no,My card was cloned and blocking it in-app did not work.,Android,4.1.2,2026-04-27T11:41:38,Ahmedabad
NOVA-000426,App Store,1,Font is tiny and there is no dark mode option,Font is tiny and there is no dark mode option.,iOS,4.1.3,2026-06-30T02:42:01,London
NOVA-000628,Play Store,2,Freezes on the transaction history page and I ha,Freezes on the transaction history page and I have to restart.,Android,4.0.4,2026-06-29T15:52:18,Jaipur
NOVA-000401,App Store,2,Hidden forex markup on my international card spe,"Hidden forex markup on my international card spend, not transparent.",iOS,4.1.0,2026-03-11T13:36:13,Delhi
NOVA-000662,App Store,1,2FA codes arrive five minutes late so I keep get,2FA codes arrive five minutes late so I keep getting locked out.,iOS,4.0.1,2026-07-15T06:23:23,Bengaluru
NOVA-000755,App Store,1,App crashes every time I open the payment screen,App crashes every time I open the payment screen. Unusable.,iOS,4.1.3,2026-04-28T12:16:36,Bengaluru
NOVA-000474,Play Store,4,"Runs great even on my old phone, no complaints o","Runs great even on my old phone, no complaints on speed.",Android,4.1.3,2026-06-07T23:28:11,Dubai
NOVA-000472,App Store,3,nice,nice,iOS,4.1.0,2026-08-16T18:04:41,London
